Timestamp,Temperature,Humidity,SoilMoisture
08:00:00,72.1,62.8,494
08:00:30,72.0,63.4,493
08:01:00,72.1,63.9,493
08:01:30,72.1,64.3,492
08:02:00,72.3,64.1,492
08:02:30,72.3,64.0,491
08:03:00,72.4,64.2,491
08:03:30,72.4,64.3,490
08:04:00,72.6,64.1,490
08:04:30,72.6,64.3,489
08:05:00,72.8,64.2,489
08:05:30,72.8,63.9,488
08:06:00,73.0,63.5,488
08:06:30,73.1,63.3,487
08:07:00,73.1,63.4,487
08:07:30,73.3,63.3,486
08:08:00,73.3,63.8,485
08:08:30,73.5,63.5,485
08:09:00,73.7,63.7,484
08:09:30,73.6,63.8,484
08:10:00,73.7,64.2,483
08:10:30,73.7,63.9,483
08:11:00,73.7,63.6,482
08:11:30,73.9,64.0,482
08:12:00,73.9,63.4,481
08:12:30,73.9,63.8,481
08:13:00,74.0,64.2,480
08:13:30,74.1,64.7,480
08:14:00,74.1,64.8,479
08:14:30,74.1,64.7,479
08:15:00,74.3,65.1,478
08:15:30,74.3,65.4,478
08:16:00,74.5,65.5,477
08:16:30,74.5,65.5,477
08:17:00,74.5,65.0,476
08:17:30,74.7,64.8,476
08:18:00,74.6,65.2,475
08:18:30,74.8,65.2,475
08:19:00,74.9,65.4,474
08:19:30,75.1,64.9,474
08:20:00,75.0,65.3,473
08:20:30,75.2,65.5,472
08:21:00,75.1,65.2,472
08:21:30,75.2,65.5,471
08:22:00,75.4,65.2,471
08:22:30,75.4,65.4,470
08:23:00,75.6,65.5,470
08:23:30,75.7,65.5,469
08:24:00,75.9,65.4,469
08:24:30,75.9,65.4,468
08:25:00,75.9,65.2,468
08:25:30,75.9,65.5,467
08:26:00,76.2,65.5,467
08:26:30,76.1,65.5,466
08:27:00,76.1,65.1,466
08:27:30,76.0,64.8,465
08:28:00,76.1,64.7,464
08:28:30,76.1,64.2,464
08:29:00,76.2,64.2,463
08:29:30,76.4,64.1,463
08:30:00,76.4,64.4,553
08:30:30,76.4,64.5,552
08:31:00,76.4,65.1,552
08:31:30,76.5,65.4,551
08:32:00,76.6,65.5,551
08:32:30,76.6,64.9,550
08:33:00,76.6,65.1,550
08:33:30,76.8,65.5,549
08:34:00,76.9,65.1,548
08:34:30,76.9,65.1,548
08:35:00,76.9,65.5,547
08:35:30,77.0,65.5,547
08:36:00,77.2,65.3,546
08:36:30,77.3,64.9,546
08:37:00,77.4,64.7,545
08:37:30,77.3,65.0,545
08:38:00,77.3,64.5,544
08:38:30,77.5,64.5,544
08:39:00,77.6,64.1,543
08:39:30,77.8,64.1,543
08:40:00,77.8,64.3,542
08:40:30,77.7,64.9,541
08:41:00,77.7,65.1,541
08:41:30,77.9,64.7,540
08:42:00,77.9,64.9,540
08:42:30,77.9,64.6,539
08:43:00,77.8,64.1,538
08:43:30,77.8,64.5,538
08:44:00,78.0,64.1,537
08:44:30,77.9,64.7,537
08:45:00,78.1,65.3,536
08:45:30,78.1,65.5,536
08:46:00,78.1,65.5,535
08:46:30,78.2,65.5,534
08:47:00,78.4,65.5,534
08:47:30,78.5,65.5,533
08:48:00,78.7,65.4,533
08:48:30,78.9,65.2,532
08:49:00,79.0,65.0,532
08:49:30,79.2,64.7,531
08:50:00,79.2,64.6,530
08:50:30,79.5,64.4,530
08:51:00,79.5,64.7,529
08:51:30,79.6,64.2,529
08:52:00,79.7,63.6,528
08:52:30,79.8,63.2,528
08:53:00,79.8,63.3,527
08:53:30,79.8,63.5,527
08:54:00,79.9,63.9,526
08:54:30,79.9,64.2,525
08:55:00,80.0,64.1,525
08:55:30,80.1,63.8,524
08:56:00,80.2,64.3,524
08:56:30,80.3,64.8,523
08:57:00,80.3,64.4,523
08:57:30,80.3,64.6,522
08:58:00,80.3,64.8,522
08:58:30,80.3,64.4,521
08:59:00,80.4,63.8,521
08:59:30,80.6,63.2,520
09:00:00,80.6,62.6,519
09:00:30,80.8,62.8,519
09:01:00,81.1,63.4,518
09:01:30,81.2,63.3,518
09:02:00,81.3,63.7,517
09:02:30,81.3,63.8,517
09:03:00,81.4,63.7,516
09:03:30,81.5,64.1,515
09:04:00,81.6,63.7,515
09:04:30,81.6,63.4,514
09:05:00,81.7,63.1,513
09:05:30,81.7,63.4,513
09:06:00,82.0,63.0,512
09:06:30,82.0,63.4,512
09:07:00,82.0,63.9,511
09:07:30,82.0,64.0,511
09:08:00,82.0,63.7,510
09:08:30,82.0,63.9,510
09:09:00,82.0,64.4,509
09:09:30,82.0,64.3,509
09:10:00,82.0,64.0,508
09:10:30,82.0,63.5,507
09:11:00,82.0,63.1,507
09:11:30,82.0,63.6,506
09:12:00,82.0,63.1,506
09:12:30,82.0,63.2,505
09:13:00,82.0,62.9,505
09:13:30,82.0,62.5,504
09:14:00,82.0,62.9,504
09:14:30,82.0,63.2,503
09:15:00,82.0,63.0,502
09:15:30,82.0,63.1,502
09:16:00,82.0,63.5,501
09:16:30,82.0,63.7,501
09:17:00,82.0,64.1,500
09:17:30,82.0,64.4,500
09:18:00,81.9,64.6,499
09:18:30,82.0,65.0,499
09:19:00,82.0,65.5,498
09:19:30,82.0,65.0,497
09:20:00,82.0,65.4,497
09:20:30,81.9,65.4,496
09:21:00,82.0,65.2,496
09:21:30,82.0,65.0,495
09:22:00,82.0,64.8,495
09:22:30,82.0,65.1,494
09:23:00,82.0,65.5,494
09:23:30,82.0,65.0,493
09:24:00,82.0,64.9,493
09:24:30,82.0,65.4,492
09:25:00,82.0,64.8,492
09:25:30,82.0,65.1,491
09:26:00,82.0,64.7,490
09:26:30,82.0,65.1,490
09:27:00,82.0,65.2,489
09:27:30,82.0,65.5,489
09:28:00,82.0,65.5,488
09:28:30,82.0,65.5,488
09:29:00,82.0,65.5,487
09:29:30,82.0,64.9,487
09:30:00,82.0,64.4,486
09:30:30,82.0,64.0,485
09:31:00,82.0,64.3,485
09:31:30,82.0,64.6,484
09:32:00,82.0,64.1,484
09:32:30,82.0,63.9,483
09:33:00,82.0,63.8,483
09:33:30,82.0,63.8,482
09:34:00,82.0,64.2,482
09:34:30,82.0,64.3,481
09:35:00,82.0,64.2,481
09:35:30,82.0,64.3,480
